Price_Change_%,New_Price,Unhedged_PnL,Hedged_PnL,Improvement
-2.0,1857.2666,-426.748732982041,-1.4848040106402607,425.2639289714008
-1.0,1876.2183,-219.41926248115738,-0.16711930519774398,219.25214317595965
0.0,1895.17,0.0,0.0,0.0
1.0,1914.1217000000001,232.14607915036385,0.12888483866943545,-232.01719431169442
2.0,1933.0734000000002,476.9938845609224,0.8850689238963412,-476.10881563702605
